,Full_Date,Month,Day,Year,Week Number,Day of Week,Day.1,Count
535,2013-06-19,6,19,2013,25,4,Wed,3
536,2013-06-20,6,20,2013,25,5,Thu,3
537,2013-06-21,6,21,2013,25,6,Fri,3
538,2013-06-22,6,22,2013,25,7,Sat,4
539,2013-06-23,6,23,2013,26,1,Sun,4
540,2013-06-24,6,24,2013,26,2,Mon,4
541,2013-06-25,6,25,2013,26,3,Tue,4
542,2013-06-26,6,26,2013,26,4,Wed,4
543,2013-06-27,6,27,2013,26,5,Thu,4
544,2013-06-28,6,28,2013,26,6,Fri,4
545,2013-06-29,6,29,2013,26,7,Sat,5
546,2013-06-30,6,30,2013,27,1,Sun,5
547,2013-07-01,7,1,2013,27,2,Mon,1
548,2013-07-02,7,2,2013,27,3,Tue,1
549,2013-07-03,7,3,2013,27,4,Wed,1
550,2013-07-04,7,4,2013,27,5,Thu,1
551,2013-07-05,7,5,2013,27,6,Fri,1
552,2013-07-06,7,6,2013,27,7,Sat,1
553,2013-07-07,7,7,2013,28,1,Sun,1
554,2013-07-08,7,8,2013,28,2,Mon,2
555,2013-07-09,7,9,2013,28,3,Tue,2
556,2013-07-10,7,10,2013,28,4,Wed,2
557,2013-07-11,7,11,2013,28,5,Thu,2
558,2013-07-12,7,12,2013,28,6,Fri,2
559,2013-07-13,7,13,2013,28,7,Sat,2
560,2013-07-14,7,14,2013,29,1,Sun,2
561,2013-07-15,7,15,2013,29,2,Mon,3
562,2013-07-16,7,16,2013,29,3,Tue,3
563,2013-07-17,7,17,2013,29,4,Wed,3
564,2013-07-18,7,18,2013,29,5,Thu,3
565,2013-07-19,7,19,2013,29,6,Fri,3
566,2013-07-20,7,20,2013,29,7,Sat,3
567,2013-07-21,7,21,2013,30,1,Sun,3
568,2013-07-22,7,22,2013,30,2,Mon,4
569,2013-07-23,7,23,2013,30,3,Tue,4
570,2013-07-24,7,24,2013,30,4,Wed,4
571,2013-07-25,7,25,2013,30,5,Thu,4
572,2013-07-26,7,26,2013,30,6,Fri,4
573,2013-07-27,7,27,2013,30,7,Sat,4
574,2013-07-28,7,28,2013,31,1,Sun,4
575,2013-07-29,7,29,2013,31,2,Mon,5
576,2013-07-30,7,30,2013,31,3,Tue,5
577,2013-07-31,7,31,2013,31,4,Wed,5
578,2013-08-01,8,1,2013,31,5,Thu,1
579,2013-08-02,8,2,2013,31,6,Fri,1
580,2013-08-03,8,3,2013,31,7,Sat,1
581,2013-08-04,8,4,2013,32,1,Sun,1
582,2013-08-05,8,5,2013,32,2,Mon,1
583,2013-08-06,8,6,2013,32,3,Tue,1
584,2013-08-07,8,7,2013,32,4,Wed,1
585,2013-08-08,8,8,2013,32,5,Thu,2
586,2013-08-09,8,9,2013,32,6,Fri,2
587,2013-08-10,8,10,2013,32,7,Sat,2
588,2013-08-11,8,11,2013,33,1,Sun,2
589,2013-08-12,8,12,2013,33,2,Mon,2
590,2013-08-13,8,13,2013,33,3,Tue,2
591,2013-08-14,8,14,2013,33,4,Wed,2
592,2013-08-15,8,15,2013,33,5,Thu,3
593,2013-08-16,8,16,2013,33,6,Fri,3
594,2013-08-17,8,17,2013,33,7,Sat,3
595,2013-08-18,8,18,2013,34,1,Sun,3
596,2013-08-19,8,19,2013,34,2,Mon,3
597,2013-08-20,8,20,2013,34,3,Tue,3
598,2013-08-21,8,21,2013,34,4,Wed,3
599,2013-08-22,8,22,2013,34,5,Thu,4
600,2013-08-23,8,23,2013,34,6,Fri,4
601,2013-08-24,8,24,2013,34,7,Sat,4
602,2013-08-25,8,25,2013,35,1,Sun,4
603,2013-08-26,8,26,2013,35,2,Mon,4
604,2013-08-27,8,27,2013,35,3,Tue,4
605,2013-08-28,8,28,2013,35,4,Wed,4
606,2013-08-29,8,29,2013,35,5,Thu,5
607,2013-08-30,8,30,2013,35,6,Fri,5
608,2013-08-31,8,31,2013,35,7,Sat,5
609,2013-09-01,9,1,2013,36,1,Sun,1
610,2013-09-02,9,2,2013,36,2,Mon,1
611,2013-09-03,9,3,2013,36,3,Tue,1
612,2013-09-04,9,4,2013,36,4,Wed,1
613,2013-09-05,9,5,2013,36,5,Thu,1
614,2013-09-06,9,6,2013,36,6,Fri,1
615,2013-09-07,9,7,2013,36,7,Sat,1
616,2013-09-08,9,8,2013,37,1,Sun,2
617,2013-09-09,9,9,2013,37,2,Mon,2
618,2013-09-10,9,10,2013,37,3,Tue,2
619,2013-09-11,9,11,2013,37,4,Wed,2
620,2013-09-12,9,12,2013,37,5,Thu,2
621,2013-09-13,9,13,2013,37,6,Fri,2
622,2013-09-14,9,14,2013,37,7,Sat,2
623,2013-09-15,9,15,2013,38,1,Sun,3
624,2013-09-16,9,16,2013,38,2,Mon,3
625,2013-09-17,9,17,2013,38,3,Tue,3
626,2013-09-18,9,18,2013,38,4,Wed,3
627,2013-09-19,9,19,2013,38,5,Thu,3
628,2013-09-20,9,20,2013,38,6,Fri,3
629,2013-09-21,9,21,2013,38,7,Sat,3
630,2013-09-22,9,22,2013,39,1,Sun,4
631,2013-09-23,9,23,2013,39,2,Mon,4
632,2013-09-24,9,24,2013,39,3,Tue,4
633,2013-09-25,9,25,2013,39,4,Wed,4
634,2013-09-26,9,26,2013,39,5,Thu,4
635,2013-09-27,9,27,2013,39,6,Fri,4
636,2013-09-28,9,28,2013,39,7,Sat,4
637,2013-09-29,9,29,2013,40,1,Sun,5
638,2013-09-30,9,30,2013,40,2,Mon,5
639,2013-10-01,10,1,2013,40,3,Tue,1
640,2013-10-02,10,2,2013,40,4,Wed,1
641,2013-10-03,10,3,2013,40,5,Thu,1
642,2013-10-04,10,4,2013,40,6,Fri,1
643,2013-10-05,10,5,2013,40,7,Sat,1
644,2013-10-06,10,6,2013,41,1,Sun,1
645,2013-10-07,10,7,2013,41,2,Mon,1
646,2013-10-08,10,8,2013,41,3,Tue,2
647,2013-10-09,10,9,2013,41,4,Wed,2
648,2013-10-10,10,10,2013,41,5,Thu,2
649,2013-10-11,10,11,2013,41,6,Fri,2
650,2013-10-12,10,12,2013,41,7,Sat,2
651,2013-10-13,10,13,2013,42,1,Sun,2
652,2013-10-14,10,14,2013,42,2,Mon,2
653,2013-10-15,10,15,2013,42,3,Tue,3
654,2013-10-16,10,16,2013,42,4,Wed,3
655,2013-10-17,10,17,2013,42,5,Thu,3
656,2013-10-18,10,18,2013,42,6,Fri,3
657,2013-10-19,10,19,2013,42,7,Sat,3
658,2013-10-20,10,20,2013,43,1,Sun,3
659,2013-10-21,10,21,2013,43,2,Mon,3
660,2013-10-22,10,22,2013,43,3,Tue,4
661,2013-10-23,10,23,2013,43,4,Wed,4
662,2013-10-24,10,24,2013,43,5,Thu,4
663,2013-10-25,10,25,2013,43,6,Fri,4
664,2013-10-26,10,26,2013,43,7,Sat,4
665,2013-10-27,10,27,2013,44,1,Sun,4
666,2013-10-28,10,28,2013,44,2,Mon,4
667,2013-10-29,10,29,2013,44,3,Tue,5
668,2013-10-30,10,30,2013,44,4,Wed,5
669,2013-10-31,10,31,2013,44,5,Thu,5
670,2013-11-01,11,1,2013,44,6,Fri,1
671,2013-11-02,11,2,2013,44,7,Sat,1
672,2013-11-03,11,3,2013,45,1,Sun,1
673,2013-11-04,11,4,2013,45,2,Mon,1
674,2013-11-05,11,5,2013,45,3,Tue,1
675,2013-11-06,11,6,2013,45,4,Wed,1
676,2013-11-07,11,7,2013,45,5,Thu,1
677,2013-11-08,11,8,2013,45,6,Fri,2
678,2013-11-09,11,9,2013,45,7,Sat,2
679,2013-11-10,11,10,2013,46,1,Sun,2
680,2013-11-11,11,11,2013,46,2,Mon,2
681,2013-11-12,11,12,2013,46,3,Tue,2
682,2013-11-13,11,13,2013,46,4,Wed,2
683,2013-11-14,11,14,2013,46,5,Thu,2
684,2013-11-15,11,15,2013,46,6,Fri,3
685,2013-11-16,11,16,2013,46,7,Sat,3
686,2013-11-17,11,17,2013,47,1,Sun,3
687,2013-11-18,11,18,2013,47,2,Mon,3
688,2013-11-19,11,19,2013,47,3,Tue,3
689,2013-11-20,11,20,2013,47,4,Wed,3
690,2013-11-21,11,21,2013,47,5,Thu,3
691,2013-11-22,11,22,2013,47,6,Fri,4
692,2013-11-23,11,23,2013,47,7,Sat,4
693,2013-11-24,11,24,2013,48,1,Sun,4
694,2013-11-25,11,25,2013,48,2,Mon,4
695,2013-11-26,11,26,2013,48,3,Tue,4
696,2013-11-27,11,27,2013,48,4,Wed,4
697,2013-11-28,11,28,2013,48,5,Thu,4
698,2013-11-29,11,29,2013,48,6,Fri,5
699,2013-11-30,11,30,2013,48,7,Sat,5
700,2013-12-01,12,1,2013,49,1,Sun,1
701,2013-12-02,12,2,2013,49,2,Mon,1
702,2013-12-03,12,3,2013,49,3,Tue,1
703,2013-12-04,12,4,2013,49,4,Wed,1
704,2013-12-05,12,5,2013,49,5,Thu,1
705,2013-12-06,12,6,2013,49,6,Fri,1
706,2013-12-07,12,7,2013,49,7,Sat,1
707,2013-12-08,12,8,2013,50,1,Sun,2
708,2013-12-09,12,9,2013,50,2,Mon,2
709,2013-12-10,12,10,2013,50,3,Tue,2
710,2013-12-11,12,11,2013,50,4,Wed,2
711,2013-12-12,12,12,2013,50,5,Thu,2
712,2013-12-13,12,13,2013,50,6,Fri,2
713,2013-12-14,12,14,2013,50,7,Sat,2
714,2013-12-15,12,15,2013,51,1,Sun,3
715,2013-12-16,12,16,2013,51,2,Mon,3
716,2013-12-17,12,17,2013,51,3,Tue,3
717,2013-12-18,12,18,2013,51,4,Wed,3
718,2013-12-19,12,19,2013,51,5,Thu,3
719,2013-12-20,12,20,2013,51,6,Fri,3
720,2013-12-21,12,21,2013,51,7,Sat,3
721,2013-12-22,12,22,2013,52,1,Sun,4
722,2013-12-23,12,23,2013,52,2,Mon,4
723,2013-12-24,12,24,2013,52,3,Tue,4
724,2013-12-25,12,25,2013,52,4,Wed,4
725,2013-12-26,12,26,2013,52,5,Thu,4
726,2013-12-27,12,27,2013,52,6,Fri,4
727,2013-12-28,12,28,2013,52,7,Sat,4
728,2013-12-29,12,29,2013,53,1,Sun,5
729,2013-12-30,12,30,2013,53,2,Mon,5
730,2013-12-31,12,31,2013,53,3,Tue,5
731,2014-01-01,1,1,2014,1,4,Wed,1
732,2014-01-02,1,2,2014,1,5,Thu,1
733,2014-01-03,1,3,2014,1,6,Fri,1
734,2014-01-04,1,4,2014,1,7,Sat,1
735,2014-01-05,1,5,2014,2,1,Sun,1
736,2014-01-06,1,6,2014,2,2,Mon,1
737,2014-01-07,1,7,2014,2,3,Tue,1
738,2014-01-08,1,8,2014,2,4,Wed,2
739,2014-01-09,1,9,2014,2,5,Thu,2
740,2014-01-10,1,10,2014,2,6,Fri,2
741,2014-01-11,1,11,2014,2,7,Sat,2
742,2014-01-12,1,12,2014,3,1,Sun,2
743,2014-01-13,1,13,2014,3,2,Mon,2
744,2014-01-14,1,14,2014,3,3,Tue,2
745,2014-01-15,1,15,2014,3,4,Wed,3
746,2014-01-16,1,16,2014,3,5,Thu,3
747,2014-01-17,1,17,2014,3,6,Fri,3
748,2014-01-18,1,18,2014,3,7,Sat,3
749,2014-01-19,1,19,2014,4,1,Sun,3
750,2014-01-20,1,20,2014,4,2,Mon,3
751,2014-01-21,1,21,2014,4,3,Tue,3
752,2014-01-22,1,22,2014,4,4,Wed,4
753,2014-01-23,1,23,2014,4,5,Thu,4
754,2014-01-24,1,24,2014,4,6,Fri,4
755,2014-01-25,1,25,2014,4,7,Sat,4
756,2014-01-26,1,26,2014,5,1,Sun,4
757,2014-01-27,1,27,2014,5,2,Mon,4
758,2014-01-28,1,28,2014,5,3,Tue,4
759,2014-01-29,1,29,2014,5,4,Wed,5
760,2014-01-30,1,30,2014,5,5,Thu,5
761,2014-01-31,1,31,2014,5,6,Fri,5
762,2014-02-01,2,1,2014,5,7,Sat,1
763,2014-02-02,2,2,2014,6,1,Sun,1
764,2014-02-03,2,3,2014,6,2,Mon,1
765,2014-02-04,2,4,2014,6,3,Tue,1
766,2014-02-05,2,5,2014,6,4,Wed,1
767,2014-02-06,2,6,2014,6,5,Thu,1
768,2014-02-07,2,7,2014,6,6,Fri,1
769,2014-02-08,2,8,2014,6,7,Sat,2
770,2014-02-09,2,9,2014,7,1,Sun,2
771,2014-02-10,2,10,2014,7,2,Mon,2
772,2014-02-11,2,11,2014,7,3,Tue,2
773,2014-02-12,2,12,2014,7,4,Wed,2
774,2014-02-13,2,13,2014,7,5,Thu,2
775,2014-02-14,2,14,2014,7,6,Fri,2
776,2014-02-15,2,15,2014,7,7,Sat,3
777,2014-02-16,2,16,2014,8,1,Sun,3
778,2014-02-17,2,17,2014,8,2,Mon,3
779,2014-02-18,2,18,2014,8,3,Tue,3
780,2014-02-19,2,19,2014,8,4,Wed,3
781,2014-02-20,2,20,2014,8,5,Thu,3
782,2014-02-21,2,21,2014,8,6,Fri,3
783,2014-02-22,2,22,2014,8,7,Sat,4
784,2014-02-23,2,23,2014,9,1,Sun,4
785,2014-02-24,2,24,2014,9,2,Mon,4
786,2014-02-25,2,25,2014,9,3,Tue,4
787,2014-02-26,2,26,2014,9,4,Wed,4
788,2014-02-27,2,27,2014,9,5,Thu,4
789,2014-02-28,2,28,2014,9,6,Fri,4
790,2014-03-01,3,1,2014,9,7,Sat,1
791,2014-03-02,3,2,2014,10,1,Sun,1
792,2014-03-03,3,3,2014,10,2,Mon,1
793,2014-03-04,3,4,2014,10,3,Tue,1
794,2014-03-05,3,5,2014,10,4,Wed,1
795,2014-03-06,3,6,2014,10,5,Thu,1
796,2014-03-07,3,7,2014,10,6,Fri,1
797,2014-03-08,3,8,2014,10,7,Sat,2
798,2014-03-09,3,9,2014,11,1,Sun,2
799,2014-03-10,3,10,2014,11,2,Mon,2
800,2014-03-11,3,11,2014,11,3,Tue,2
801,2014-03-12,3,12,2014,11,4,Wed,2
802,2014-03-13,3,13,2014,11,5,Thu,2
803,2014-03-14,3,14,2014,11,6,Fri,2
804,2014-03-15,3,15,2014,11,7,Sat,3
805,2014-03-16,3,16,2014,12,1,Sun,3
806,2014-03-17,3,17,2014,12,2,Mon,3
807,2014-03-18,3,18,2014,12,3,Tue,3
808,2014-03-19,3,19,2014,12,4,Wed,3
809,2014-03-20,3,20,2014,12,5,Thu,3
810,2014-03-21,3,21,2014,12,6,Fri,3
811,2014-03-22,3,22,2014,12,7,Sat,4
812,2014-03-23,3,23,2014,13,1,Sun,4
813,2014-03-24,3,24,2014,13,2,Mon,4
814,2014-03-25,3,25,2014,13,3,Tue,4
815,2014-03-26,3,26,2014,13,4,Wed,4
816,2014-03-27,3,27,2014,13,5,Thu,4
817,2014-03-28,3,28,2014,13,6,Fri,4
818,2014-03-29,3,29,2014,13,7,Sat,5
819,2014-03-30,3,30,2014,14,1,Sun,5
820,2014-03-31,3,31,2014,14,2,Mon,5
821,2014-04-01,4,1,2014,14,3,Tue,1
822,2014-04-02,4,2,2014,14,4,Wed,1
823,2014-04-03,4,3,2014,14,5,Thu,1
824,2014-04-04,4,4,2014,14,6,Fri,1
825,2014-04-05,4,5,2014,14,7,Sat,1
826,2014-04-06,4,6,2014,15,1,Sun,1
827,2014-04-07,4,7,2014,15,2,Mon,1
828,2014-04-08,4,8,2014,15,3,Tue,2
829,2014-04-09,4,9,2014,15,4,Wed,2
830,2014-04-10,4,10,2014,15,5,Thu,2
831,2014-04-11,4,11,2014,15,6,Fri,2
832,2014-04-12,4,12,2014,15,7,Sat,2
833,2014-04-13,4,13,2014,16,1,Sun,2
834,2014-04-14,4,14,2014,16,2,Mon,2
835,2014-04-15,4,15,2014,16,3,Tue,3
836,2014-04-16,4,16,2014,16,4,Wed,3
837,2014-04-17,4,17,2014,16,5,Thu,3
838,2014-04-18,4,18,2014,16,6,Fri,3
839,2014-04-19,4,19,2014,16,7,Sat,3
840,2014-04-20,4,20,2014,17,1,Sun,3
841,2014-04-21,4,21,2014,17,2,Mon,3
842,2014-04-22,4,22,2014,17,3,Tue,4
843,2014-04-23,4,23,2014,17,4,Wed,4
844,2014-04-24,4,24,2014,17,5,Thu,4
845,2014-04-25,4,25,2014,17,6,Fri,4
846,2014-04-26,4,26,2014,17,7,Sat,4
847,2014-04-27,4,27,2014,18,1,Sun,4
848,2014-04-28,4,28,2014,18,2,Mon,4
849,2014-04-29,4,29,2014,18,3,Tue,5
850,2014-04-30,4,30,2014,18,4,Wed,5
851,2014-05-01,5,1,2014,18,5,Thu,1
852,2014-05-02,5,2,2014,18,6,Fri,1
853,2014-05-03,5,3,2014,18,7,Sat,1
854,2014-05-04,5,4,2014,19,1,Sun,1
855,2014-05-05,5,5,2014,19,2,Mon,1
856,2014-05-06,5,6,2014,19,3,Tue,1
857,2014-05-07,5,7,2014,19,4,Wed,1
858,2014-05-08,5,8,2014,19,5,Thu,2
859,2014-05-09,5,9,2014,19,6,Fri,2
860,2014-05-10,5,10,2014,19,7,Sat,2
861,2014-05-11,5,11,2014,20,1,Sun,2
862,2014-05-12,5,12,2014,20,2,Mon,2
863,2014-05-13,5,13,2014,20,3,Tue,2
864,2014-05-14,5,14,2014,20,4,Wed,2
865,2014-05-15,5,15,2014,20,5,Thu,3
866,2014-05-16,5,16,2014,20,6,Fri,3
867,2014-05-17,5,17,2014,20,7,Sat,3
868,2014-05-18,5,18,2014,21,1,Sun,3
869,2014-05-19,5,19,2014,21,2,Mon,3
870,2014-05-20,5,20,2014,21,3,Tue,3
871,2014-05-21,5,21,2014,21,4,Wed,3
872,2014-05-22,5,22,2014,21,5,Thu,4
873,2014-05-23,5,23,2014,21,6,Fri,4
874,2014-05-24,5,24,2014,21,7,Sat,4
875,2014-05-25,5,25,2014,22,1,Sun,4
876,2014-05-26,5,26,2014,22,2,Mon,4
877,2014-05-27,5,27,2014,22,3,Tue,4
878,2014-05-28,5,28,2014,22,4,Wed,4
879,2014-05-29,5,29,2014,22,5,Thu,5
880,2014-05-30,5,30,2014,22,6,Fri,5
881,2014-05-31,5,31,2014,22,7,Sat,5
882,2014-06-01,6,1,2014,23,1,Sun,1
883,2014-06-02,6,2,2014,23,2,Mon,1
884,2014-06-03,6,3,2014,23,3,Tue,1
885,2014-06-04,6,4,2014,23,4,Wed,1
886,2014-06-05,6,5,2014,23,5,Thu,1
887,2014-06-06,6,6,2014,23,6,Fri,1
888,2014-06-07,6,7,2014,23,7,Sat,1
889,2014-06-08,6,8,2014,24,1,Sun,2
890,2014-06-09,6,9,2014,24,2,Mon,2
891,2014-06-10,6,10,2014,24,3,Tue,2
892,2014-06-11,6,11,2014,24,4,Wed,2
893,2014-06-12,6,12,2014,24,5,Thu,2
894,2014-06-13,6,13,2014,24,6,Fri,2
895,2014-06-14,6,14,2014,24,7,Sat,2
896,2014-06-15,6,15,2014,25,1,Sun,3
897,2014-06-16,6,16,2014,25,2,Mon,3
898,2014-06-17,6,17,2014,25,3,Tue,3
899,2014-06-18,6,18,2014,25,4,Wed,3
900,2014-06-19,6,19,2014,25,5,Thu,3
901,2014-06-20,6,20,2014,25,6,Fri,3
902,2014-06-21,6,21,2014,25,7,Sat,3
903,2014-06-22,6,22,2014,26,1,Sun,4
904,2014-06-23,6,23,2014,26,2,Mon,4
905,2014-06-24,6,24,2014,26,3,Tue,4
906,2014-06-25,6,25,2014,26,4,Wed,4
907,2014-06-26,6,26,2014,26,5,Thu,4
908,2014-06-27,6,27,2014,26,6,Fri,4
909,2014-06-28,6,28,2014,26,7,Sat,4
910,2014-06-29,6,29,2014,27,1,Sun,5
911,2014-06-30,6,30,2014,27,2,Mon,5
912,2014-07-01,7,1,2014,27,3,Tue,1
913,2014-07-02,7,2,2014,27,4,Wed,1
914,2014-07-03,7,3,2014,27,5,Thu,1
915,2014-07-04,7,4,2014,27,6,Fri,1
916,2014-07-05,7,5,2014,27,7,Sat,1
917,2014-07-06,7,6,2014,28,1,Sun,1
918,2014-07-07,7,7,2014,28,2,Mon,1
919,2014-07-08,7,8,2014,28,3,Tue,2
920,2014-07-09,7,9,2014,28,4,Wed,2
921,2014-07-10,7,10,2014,28,5,Thu,2
922,2014-07-11,7,11,2014,28,6,Fri,2
923,2014-07-12,7,12,2014,28,7,Sat,2
924,2014-07-13,7,13,2014,29,1,Sun,2
925,2014-07-14,7,14,2014,29,2,Mon,2
926,2014-07-15,7,15,2014,29,3,Tue,3
927,2014-07-16,7,16,2014,29,4,Wed,3
928,2014-07-17,7,17,2014,29,5,Thu,3
929,2014-07-18,7,18,2014,29,6,Fri,3
930,2014-07-19,7,19,2014,29,7,Sat,3
931,2014-07-20,7,20,2014,30,1,Sun,3
932,2014-07-21,7,21,2014,30,2,Mon,3
933,2014-07-22,7,22,2014,30,3,Tue,4
934,2014-07-23,7,23,2014,30,4,Wed,4
935,2014-07-24,7,24,2014,30,5,Thu,4
936,2014-07-25,7,25,2014,30,6,Fri,4
937,2014-07-26,7,26,2014,30,7,Sat,4
938,2014-07-27,7,27,2014,31,1,Sun,4
939,2014-07-28,7,28,2014,31,2,Mon,4
940,2014-07-29,7,29,2014,31,3,Tue,5
941,2014-07-30,7,30,2014,31,4,Wed,5
942,2014-07-31,7,31,2014,31,5,Thu,5
943,2014-08-01,8,1,2014,31,6,Fri,1
944,2014-08-02,8,2,2014,31,7,Sat,1
945,2014-08-03,8,3,2014,32,1,Sun,1
946,2014-08-04,8,4,2014,32,2,Mon,1
947,2014-08-05,8,5,2014,32,3,Tue,1
948,2014-08-06,8,6,2014,32,4,Wed,1
949,2014-08-07,8,7,2014,32,5,Thu,1
950,2014-08-08,8,8,2014,32,6,Fri,2
951,2014-08-09,8,9,2014,32,7,Sat,2
952,2014-08-10,8,10,2014,33,1,Sun,2
953,2014-08-11,8,11,2014,33,2,Mon,2
954,2014-08-12,8,12,2014,33,3,Tue,2
955,2014-08-13,8,13,2014,33,4,Wed,2
956,2014-08-14,8,14,2014,33,5,Thu,2
957,2014-08-15,8,15,2014,33,6,Fri,3
958,2014-08-16,8,16,2014,33,7,Sat,3
959,2014-08-17,8,17,2014,34,1,Sun,3
960,2014-08-18,8,18,2014,34,2,Mon,3
961,2014-08-19,8,19,2014,34,3,Tue,3
962,2014-08-20,8,20,2014,34,4,Wed,3
963,2014-08-21,8,21,2014,34,5,Thu,3
964,2014-08-22,8,22,2014,34,6,Fri,4
965,2014-08-23,8,23,2014,34,7,Sat,4
966,2014-08-24,8,24,2014,35,1,Sun,4
967,2014-08-25,8,25,2014,35,2,Mon,4
968,2014-08-26,8,26,2014,35,3,Tue,4
969,2014-08-27,8,27,2014,35,4,Wed,4
970,2014-08-28,8,28,2014,35,5,Thu,4
971,2014-08-29,8,29,2014,35,6,Fri,5
972,2014-08-30,8,30,2014,35,7,Sat,5
973,2014-08-31,8,31,2014,36,1,Sun,5
974,2014-09-01,9,1,2014,36,2,Mon,1
975,2014-09-02,9,2,2014,36,3,Tue,1
976,2014-09-03,9,3,2014,36,4,Wed,1
977,2014-09-04,9,4,2014,36,5,Thu,1
978,2014-09-05,9,5,2014,36,6,Fri,1
979,2014-09-06,9,6,2014,36,7,Sat,1
980,2014-09-07,9,7,2014,37,1,Sun,1
981,2014-09-08,9,8,2014,37,2,Mon,2
982,2014-09-09,9,9,2014,37,3,Tue,2
983,2014-09-10,9,10,2014,37,4,Wed,2
984,2014-09-11,9,11,2014,37,5,Thu,2
985,2014-09-12,9,12,2014,37,6,Fri,2
986,2014-09-13,9,13,2014,37,7,Sat,2
987,2014-09-14,9,14,2014,38,1,Sun,2
988,2014-09-15,9,15,2014,38,2,Mon,3
989,2014-09-16,9,16,2014,38,3,Tue,3
990,2014-09-17,9,17,2014,38,4,Wed,3
991,2014-09-18,9,18,2014,38,5,Thu,3
992,2014-09-19,9,19,2014,38,6,Fri,3
993,2014-09-20,9,20,2014,38,7,Sat,3
994,2014-09-21,9,21,2014,39,1,Sun,3
995,2014-09-22,9,22,2014,39,2,Mon,4
996,2014-09-23,9,23,2014,39,3,Tue,4
997,2014-09-24,9,24,2014,39,4,Wed,4
998,2014-09-25,9,25,2014,39,5,Thu,4
999,2014-09-26,9,26,2014,39,6,Fri,4
1000,2014-09-27,9,27,2014,39,7,Sat,4
1001,2014-09-28,9,28,2014,40,1,Sun,4
1002,2014-09-29,9,29,2014,40,2,Mon,5
1003,2014-09-30,9,30,2014,40,3,Tue,5
1004,2014-10-01,10,1,2014,40,4,Wed,1
1005,2014-10-02,10,2,2014,40,5,Thu,1
1006,2014-10-03,10,3,2014,40,6,Fri,1
1007,2014-10-04,10,4,2014,40,7,Sat,1
1008,2014-10-05,10,5,2014,41,1,Sun,1
1009,2014-10-06,10,6,2014,41,2,Mon,1
1010,2014-10-07,10,7,2014,41,3,Tue,1
1011,2014-10-08,10,8,2014,41,4,Wed,2
1012,2014-10-09,10,9,2014,41,5,Thu,2
1013,2014-10-10,10,10,2014,41,6,Fri,2
1014,2014-10-11,10,11,2014,41,7,Sat,2
1015,2014-10-12,10,12,2014,42,1,Sun,2
1016,2014-10-13,10,13,2014,42,2,Mon,2
1017,2014-10-14,10,14,2014,42,3,Tue,2
1018,2014-10-15,10,15,2014,42,4,Wed,3
1019,2014-10-16,10,16,2014,42,5,Thu,3
1020,2014-10-17,10,17,2014,42,6,Fri,3
1021,2014-10-18,10,18,2014,42,7,Sat,3
1022,2014-10-19,10,19,2014,43,1,Sun,3
1023,2014-10-20,10,20,2014,43,2,Mon,3
1024,2014-10-21,10,21,2014,43,3,Tue,3
1025,2014-10-22,10,22,2014,43,4,Wed,4
1026,2014-10-23,10,23,2014,43,5,Thu,4
1027,2014-10-24,10,24,2014,43,6,Fri,4
1028,2014-10-25,10,25,2014,43,7,Sat,4
1029,2014-10-26,10,26,2014,44,1,Sun,4
1030,2014-10-27,10,27,2014,44,2,Mon,4
1031,2014-10-28,10,28,2014,44,3,Tue,4
1032,2014-10-29,10,29,2014,44,4,Wed,5
1033,2014-10-30,10,30,2014,44,5,Thu,5
1034,2014-10-31,10,31,2014,44,6,Fri,5
1035,2014-11-01,11,1,2014,44,7,Sat,1
1036,2014-11-02,11,2,2014,45,1,Sun,1
1037,2014-11-03,11,3,2014,45,2,Mon,1
1038,2014-11-04,11,4,2014,45,3,Tue,1
1039,2014-11-05,11,5,2014,45,4,Wed,1
1040,2014-11-06,11,6,2014,45,5,Thu,1
1041,2014-11-07,11,7,2014,45,6,Fri,1
1042,2014-11-08,11,8,2014,45,7,Sat,2
1043,2014-11-09,11,9,2014,46,1,Sun,2
1044,2014-11-10,11,10,2014,46,2,Mon,2
1045,2014-11-11,11,11,2014,46,3,Tue,2
1046,2014-11-12,11,12,2014,46,4,Wed,2
1047,2014-11-13,11,13,2014,46,5,Thu,2
1048,2014-11-14,11,14,2014,46,6,Fri,2
1049,2014-11-15,11,15,2014,46,7,Sat,3
1050,2014-11-16,11,16,2014,47,1,Sun,3
1051,2014-11-17,11,17,2014,47,2,Mon,3
1052,2014-11-18,11,18,2014,47,3,Tue,3
1053,2014-11-19,11,19,2014,47,4,Wed,3
1054,2014-11-20,11,20,2014,47,5,Thu,3
1055,2014-11-21,11,21,2014,47,6,Fri,3
1056,2014-11-22,11,22,2014,47,7,Sat,4
1057,2014-11-23,11,23,2014,48,1,Sun,4
1058,2014-11-24,11,24,2014,48,2,Mon,4
1059,2014-11-25,11,25,2014,48,3,Tue,4
1060,2014-11-26,11,26,2014,48,4,Wed,4
1061,2014-11-27,11,27,2014,48,5,Thu,4
1062,2014-11-28,11,28,2014,48,6,Fri,4
1063,2014-11-29,11,29,2014,48,7,Sat,5
1064,2014-11-30,11,30,2014,49,1,Sun,5
1065,2014-12-01,12,1,2014,49,2,Mon,1
1066,2014-12-02,12,2,2014,49,3,Tue,1
1067,2014-12-03,12,3,2014,49,4,Wed,1
1068,2014-12-04,12,4,2014,49,5,Thu,1
