,Full_Date,Month,Day,Year,Week Number,Day of Week,Day.1,Count
1586,2016-05-05,5,5,2016,19,5,Thu,1
1587,2016-05-06,5,6,2016,19,6,Fri,1
1588,2016-05-07,5,7,2016,19,7,Sat,1
1589,2016-05-08,5,8,2016,20,1,Sun,2
1590,2016-05-09,5,9,2016,20,2,Mon,2
1591,2016-05-10,5,10,2016,20,3,Tue,2
1592,2016-05-11,5,11,2016,20,4,Wed,2
1593,2016-05-12,5,12,2016,20,5,Thu,2
1594,2016-05-13,5,13,2016,20,6,Fri,2
1595,2016-05-14,5,14,2016,20,7,Sat,2
1596,2016-05-15,5,15,2016,21,1,Sun,3
1597,2016-05-16,5,16,2016,21,2,Mon,3
1598,2016-05-17,5,17,2016,21,3,Tue,3
1599,2016-05-18,5,18,2016,21,4,Wed,3
1600,2016-05-19,5,19,2016,21,5,Thu,3
1601,2016-05-20,5,20,2016,21,6,Fri,3
1602,2016-05-21,5,21,2016,21,7,Sat,3
1603,2016-05-22,5,22,2016,22,1,Sun,4
1604,2016-05-23,5,23,2016,22,2,Mon,4
1605,2016-05-24,5,24,2016,22,3,Tue,4
1606,2016-05-25,5,25,2016,22,4,Wed,4
1607,2016-05-26,5,26,2016,22,5,Thu,4
1608,2016-05-27,5,27,2016,22,6,Fri,4
1609,2016-05-28,5,28,2016,22,7,Sat,4
1610,2016-05-29,5,29,2016,23,1,Sun,5
1611,2016-05-30,5,30,2016,23,2,Mon,5
1612,2016-05-31,5,31,2016,23,3,Tue,5
1613,2016-06-01,6,1,2016,23,4,Wed,1
1614,2016-06-02,6,2,2016,23,5,Thu,1
1615,2016-06-03,6,3,2016,23,6,Fri,1
1616,2016-06-04,6,4,2016,23,7,Sat,1
1617,2016-06-05,6,5,2016,24,1,Sun,1
1618,2016-06-06,6,6,2016,24,2,Mon,1
1619,2016-06-07,6,7,2016,24,3,Tue,1
1620,2016-06-08,6,8,2016,24,4,Wed,2
1621,2016-06-09,6,9,2016,24,5,Thu,2
1622,2016-06-10,6,10,2016,24,6,Fri,2
1623,2016-06-11,6,11,2016,24,7,Sat,2
1624,2016-06-12,6,12,2016,25,1,Sun,2
1625,2016-06-13,6,13,2016,25,2,Mon,2
1626,2016-06-14,6,14,2016,25,3,Tue,2
1627,2016-06-15,6,15,2016,25,4,Wed,3
1628,2016-06-16,6,16,2016,25,5,Thu,3
1629,2016-06-17,6,17,2016,25,6,Fri,3
1630,2016-06-18,6,18,2016,25,7,Sat,3
1631,2016-06-19,6,19,2016,26,1,Sun,3
1632,2016-06-20,6,20,2016,26,2,Mon,3
1633,2016-06-21,6,21,2016,26,3,Tue,3
1634,2016-06-22,6,22,2016,26,4,Wed,4
1635,2016-06-23,6,23,2016,26,5,Thu,4
1636,2016-06-24,6,24,2016,26,6,Fri,4
1637,2016-06-25,6,25,2016,26,7,Sat,4
1638,2016-06-26,6,26,2016,27,1,Sun,4
1639,2016-06-27,6,27,2016,27,2,Mon,4
1640,2016-06-28,6,28,2016,27,3,Tue,4
1641,2016-06-29,6,29,2016,27,4,Wed,5
1642,2016-06-30,6,30,2016,27,5,Thu,5
1643,2016-07-01,7,1,2016,27,6,Fri,1
1644,2016-07-02,7,2,2016,27,7,Sat,1
1645,2016-07-03,7,3,2016,28,1,Sun,1
1646,2016-07-04,7,4,2016,28,2,Mon,1
1647,2016-07-05,7,5,2016,28,3,Tue,1
1648,2016-07-06,7,6,2016,28,4,Wed,1
1649,2016-07-07,7,7,2016,28,5,Thu,1
1650,2016-07-08,7,8,2016,28,6,Fri,2
1651,2016-07-09,7,9,2016,28,7,Sat,2
1652,2016-07-10,7,10,2016,29,1,Sun,2
1653,2016-07-11,7,11,2016,29,2,Mon,2
1654,2016-07-12,7,12,2016,29,3,Tue,2
1655,2016-07-13,7,13,2016,29,4,Wed,2
1656,2016-07-14,7,14,2016,29,5,Thu,2
1657,2016-07-15,7,15,2016,29,6,Fri,3
1658,2016-07-16,7,16,2016,29,7,Sat,3
1659,2016-07-17,7,17,2016,30,1,Sun,3
1660,2016-07-18,7,18,2016,30,2,Mon,3
1661,2016-07-19,7,19,2016,30,3,Tue,3
1662,2016-07-20,7,20,2016,30,4,Wed,3
1663,2016-07-21,7,21,2016,30,5,Thu,3
1664,2016-07-22,7,22,2016,30,6,Fri,4
1665,2016-07-23,7,23,2016,30,7,Sat,4
1666,2016-07-24,7,24,2016,31,1,Sun,4
1667,2016-07-25,7,25,2016,31,2,Mon,4
1668,2016-07-26,7,26,2016,31,3,Tue,4
1669,2016-07-27,7,27,2016,31,4,Wed,4
1670,2016-07-28,7,28,2016,31,5,Thu,4
1671,2016-07-29,7,29,2016,31,6,Fri,5
1672,2016-07-30,7,30,2016,31,7,Sat,5
1673,2016-07-31,7,31,2016,32,1,Sun,5
1674,2016-08-01,8,1,2016,32,2,Mon,1
1675,2016-08-02,8,2,2016,32,3,Tue,1
1676,2016-08-03,8,3,2016,32,4,Wed,1
1677,2016-08-04,8,4,2016,32,5,Thu,1
1678,2016-08-05,8,5,2016,32,6,Fri,1
1679,2016-08-06,8,6,2016,32,7,Sat,1
1680,2016-08-07,8,7,2016,33,1,Sun,1
1681,2016-08-08,8,8,2016,33,2,Mon,2
1682,2016-08-09,8,9,2016,33,3,Tue,2
1683,2016-08-10,8,10,2016,33,4,Wed,2
1684,2016-08-11,8,11,2016,33,5,Thu,2
1685,2016-08-12,8,12,2016,33,6,Fri,2
1686,2016-08-13,8,13,2016,33,7,Sat,2
1687,2016-08-14,8,14,2016,34,1,Sun,2
1688,2016-08-15,8,15,2016,34,2,Mon,3
1689,2016-08-16,8,16,2016,34,3,Tue,3
1690,2016-08-17,8,17,2016,34,4,Wed,3
1691,2016-08-18,8,18,2016,34,5,Thu,3
1692,2016-08-19,8,19,2016,34,6,Fri,3
1693,2016-08-20,8,20,2016,34,7,Sat,3
1694,2016-08-21,8,21,2016,35,1,Sun,3
1695,2016-08-22,8,22,2016,35,2,Mon,4
1696,2016-08-23,8,23,2016,35,3,Tue,4
1697,2016-08-24,8,24,2016,35,4,Wed,4
1698,2016-08-25,8,25,2016,35,5,Thu,4
1699,2016-08-26,8,26,2016,35,6,Fri,4
1700,2016-08-27,8,27,2016,35,7,Sat,4
1701,2016-08-28,8,28,2016,36,1,Sun,4
1702,2016-08-29,8,29,2016,36,2,Mon,5
1703,2016-08-30,8,30,2016,36,3,Tue,5
1704,2016-08-31,8,31,2016,36,4,Wed,5
1705,2016-09-01,9,1,2016,36,5,Thu,1
1706,2016-09-02,9,2,2016,36,6,Fri,1
1707,2016-09-03,9,3,2016,36,7,Sat,1
1708,2016-09-04,9,4,2016,37,1,Sun,1
1709,2016-09-05,9,5,2016,37,2,Mon,1
1710,2016-09-06,9,6,2016,37,3,Tue,1
1711,2016-09-07,9,7,2016,37,4,Wed,1
1712,2016-09-08,9,8,2016,37,5,Thu,2
1713,2016-09-09,9,9,2016,37,6,Fri,2
1714,2016-09-10,9,10,2016,37,7,Sat,2
1715,2016-09-11,9,11,2016,38,1,Sun,2
1716,2016-09-12,9,12,2016,38,2,Mon,2
1717,2016-09-13,9,13,2016,38,3,Tue,2
1718,2016-09-14,9,14,2016,38,4,Wed,2
1719,2016-09-15,9,15,2016,38,5,Thu,3
1720,2016-09-16,9,16,2016,38,6,Fri,3
1721,2016-09-17,9,17,2016,38,7,Sat,3
1722,2016-09-18,9,18,2016,39,1,Sun,3
1723,2016-09-19,9,19,2016,39,2,Mon,3
1724,2016-09-20,9,20,2016,39,3,Tue,3
1725,2016-09-21,9,21,2016,39,4,Wed,3
1726,2016-09-22,9,22,2016,39,5,Thu,4
1727,2016-09-23,9,23,2016,39,6,Fri,4
1728,2016-09-24,9,24,2016,39,7,Sat,4
1729,2016-09-25,9,25,2016,40,1,Sun,4
1730,2016-09-26,9,26,2016,40,2,Mon,4
1731,2016-09-27,9,27,2016,40,3,Tue,4
1732,2016-09-28,9,28,2016,40,4,Wed,4
1733,2016-09-29,9,29,2016,40,5,Thu,5
1734,2016-09-30,9,30,2016,40,6,Fri,5
1735,2016-10-01,10,1,2016,40,7,Sat,1
1736,2016-10-02,10,2,2016,41,1,Sun,1
1737,2016-10-03,10,3,2016,41,2,Mon,1
1738,2016-10-04,10,4,2016,41,3,Tue,1
1739,2016-10-05,10,5,2016,41,4,Wed,1
1740,2016-10-06,10,6,2016,41,5,Thu,1
1741,2016-10-07,10,7,2016,41,6,Fri,1
1742,2016-10-08,10,8,2016,41,7,Sat,2
1743,2016-10-09,10,9,2016,42,1,Sun,2
1744,2016-10-10,10,10,2016,42,2,Mon,2
1745,2016-10-11,10,11,2016,42,3,Tue,2
1746,2016-10-12,10,12,2016,42,4,Wed,2
1747,2016-10-13,10,13,2016,42,5,Thu,2
1748,2016-10-14,10,14,2016,42,6,Fri,2
1749,2016-10-15,10,15,2016,42,7,Sat,3
1750,2016-10-16,10,16,2016,43,1,Sun,3
1751,2016-10-17,10,17,2016,43,2,Mon,3
1752,2016-10-18,10,18,2016,43,3,Tue,3
1753,2016-10-19,10,19,2016,43,4,Wed,3
1754,2016-10-20,10,20,2016,43,5,Thu,3
1755,2016-10-21,10,21,2016,43,6,Fri,3
1756,2016-10-22,10,22,2016,43,7,Sat,4
1757,2016-10-23,10,23,2016,44,1,Sun,4
1758,2016-10-24,10,24,2016,44,2,Mon,4
1759,2016-10-25,10,25,2016,44,3,Tue,4
1760,2016-10-26,10,26,2016,44,4,Wed,4
1761,2016-10-27,10,27,2016,44,5,Thu,4
1762,2016-10-28,10,28,2016,44,6,Fri,4
1763,2016-10-29,10,29,2016,44,7,Sat,5
1764,2016-10-30,10,30,2016,45,1,Sun,5
1765,2016-10-31,10,31,2016,45,2,Mon,5
1766,2016-11-01,11,1,2016,45,3,Tue,1
1767,2016-11-02,11,2,2016,45,4,Wed,1
1768,2016-11-03,11,3,2016,45,5,Thu,1
1769,2016-11-04,11,4,2016,45,6,Fri,1
1770,2016-11-05,11,5,2016,45,7,Sat,1
1771,2016-11-06,11,6,2016,46,1,Sun,1
1772,2016-11-07,11,7,2016,46,2,Mon,1
1773,2016-11-08,11,8,2016,46,3,Tue,2
1774,2016-11-09,11,9,2016,46,4,Wed,2
1775,2016-11-10,11,10,2016,46,5,Thu,2
1776,2016-11-11,11,11,2016,46,6,Fri,2
1777,2016-11-12,11,12,2016,46,7,Sat,2
1778,2016-11-13,11,13,2016,47,1,Sun,2
1779,2016-11-14,11,14,2016,47,2,Mon,2
1780,2016-11-15,11,15,2016,47,3,Tue,3
1781,2016-11-16,11,16,2016,47,4,Wed,3
1782,2016-11-17,11,17,2016,47,5,Thu,3
1783,2016-11-18,11,18,2016,47,6,Fri,3
1784,2016-11-19,11,19,2016,47,7,Sat,3
1785,2016-11-20,11,20,2016,48,1,Sun,3
1786,2016-11-21,11,21,2016,48,2,Mon,3
1787,2016-11-22,11,22,2016,48,3,Tue,4
1788,2016-11-23,11,23,2016,48,4,Wed,4
1789,2016-11-24,11,24,2016,48,5,Thu,4
1790,2016-11-25,11,25,2016,48,6,Fri,4
1791,2016-11-26,11,26,2016,48,7,Sat,4
1792,2016-11-27,11,27,2016,49,1,Sun,4
1793,2016-11-28,11,28,2016,49,2,Mon,4
1794,2016-11-29,11,29,2016,49,3,Tue,5
1795,2016-11-30,11,30,2016,49,4,Wed,5
1796,2016-12-01,12,1,2016,49,5,Thu,1
1797,2016-12-02,12,2,2016,49,6,Fri,1
1798,2016-12-03,12,3,2016,49,7,Sat,1
1799,2016-12-04,12,4,2016,50,1,Sun,1
1800,2016-12-05,12,5,2016,50,2,Mon,1
1801,2016-12-06,12,6,2016,50,3,Tue,1
1802,2016-12-07,12,7,2016,50,4,Wed,1
1803,2016-12-08,12,8,2016,50,5,Thu,2
1804,2016-12-09,12,9,2016,50,6,Fri,2
1805,2016-12-10,12,10,2016,50,7,Sat,2
1806,2016-12-11,12,11,2016,51,1,Sun,2
1807,2016-12-12,12,12,2016,51,2,Mon,2
1808,2016-12-13,12,13,2016,51,3,Tue,2
1809,2016-12-14,12,14,2016,51,4,Wed,2
1810,2016-12-15,12,15,2016,51,5,Thu,3
1811,2016-12-16,12,16,2016,51,6,Fri,3
1812,2016-12-17,12,17,2016,51,7,Sat,3
1813,2016-12-18,12,18,2016,52,1,Sun,3
1814,2016-12-19,12,19,2016,52,2,Mon,3
1815,2016-12-20,12,20,2016,52,3,Tue,3
1816,2016-12-21,12,21,2016,52,4,Wed,3
1817,2016-12-22,12,22,2016,52,5,Thu,4
1818,2016-12-23,12,23,2016,52,6,Fri,4
1819,2016-12-24,12,24,2016,52,7,Sat,4
1820,2016-12-25,12,25,2016,53,1,Sun,4
1821,2016-12-26,12,26,2016,53,2,Mon,4
1822,2016-12-27,12,27,2016,53,3,Tue,4
1823,2016-12-28,12,28,2016,53,4,Wed,4
1824,2016-12-29,12,29,2016,53,5,Thu,5
1825,2016-12-30,12,30,2016,53,6,Fri,5
1826,2016-12-31,12,31,2016,53,7,Sat,5
1827,2017-01-01,1,1,2017,1,1,Sun,1
1828,2017-01-02,1,2,2017,1,2,Mon,1
1829,2017-01-03,1,3,2017,1,3,Tue,1
1830,2017-01-04,1,4,2017,1,4,Wed,1
1831,2017-01-05,1,5,2017,1,5,Thu,1
1832,2017-01-06,1,6,2017,1,6,Fri,1
1833,2017-01-07,1,7,2017,1,7,Sat,1
1834,2017-01-08,1,8,2017,2,1,Sun,2
1835,2017-01-09,1,9,2017,2,2,Mon,2
1836,2017-01-10,1,10,2017,2,3,Tue,2
1837,2017-01-11,1,11,2017,2,4,Wed,2
1838,2017-01-12,1,12,2017,2,5,Thu,2
1839,2017-01-13,1,13,2017,2,6,Fri,2
1840,2017-01-14,1,14,2017,2,7,Sat,2
1841,2017-01-15,1,15,2017,3,1,Sun,3
1842,2017-01-16,1,16,2017,3,2,Mon,3
1843,2017-01-17,1,17,2017,3,3,Tue,3
1844,2017-01-18,1,18,2017,3,4,Wed,3
1845,2017-01-19,1,19,2017,3,5,Thu,3
1846,2017-01-20,1,20,2017,3,6,Fri,3
1847,2017-01-21,1,21,2017,3,7,Sat,3
1848,2017-01-22,1,22,2017,4,1,Sun,4
1849,2017-01-23,1,23,2017,4,2,Mon,4
1850,2017-01-24,1,24,2017,4,3,Tue,4
1851,2017-01-25,1,25,2017,4,4,Wed,4
1852,2017-01-26,1,26,2017,4,5,Thu,4
1853,2017-01-27,1,27,2017,4,6,Fri,4
1854,2017-01-28,1,28,2017,4,7,Sat,4
1855,2017-01-29,1,29,2017,5,1,Sun,5
1856,2017-01-30,1,30,2017,5,2,Mon,5
1857,2017-01-31,1,31,2017,5,3,Tue,5
1858,2017-02-01,2,1,2017,5,4,Wed,1
1859,2017-02-02,2,2,2017,5,5,Thu,1
1860,2017-02-03,2,3,2017,5,6,Fri,1
1861,2017-02-04,2,4,2017,5,7,Sat,1
1862,2017-02-05,2,5,2017,6,1,Sun,1
1863,2017-02-06,2,6,2017,6,2,Mon,1
1864,2017-02-07,2,7,2017,6,3,Tue,1
1865,2017-02-08,2,8,2017,6,4,Wed,2
1866,2017-02-09,2,9,2017,6,5,Thu,2
1867,2017-02-10,2,10,2017,6,6,Fri,2
1868,2017-02-11,2,11,2017,6,7,Sat,2
1869,2017-02-12,2,12,2017,7,1,Sun,2
1870,2017-02-13,2,13,2017,7,2,Mon,2
1871,2017-02-14,2,14,2017,7,3,Tue,2
1872,2017-02-15,2,15,2017,7,4,Wed,3
1873,2017-02-16,2,16,2017,7,5,Thu,3
1874,2017-02-17,2,17,2017,7,6,Fri,3
1875,2017-02-18,2,18,2017,7,7,Sat,3
1876,2017-02-19,2,19,2017,8,1,Sun,3
1877,2017-02-20,2,20,2017,8,2,Mon,3
1878,2017-02-21,2,21,2017,8,3,Tue,3
1879,2017-02-22,2,22,2017,8,4,Wed,4
1880,2017-02-23,2,23,2017,8,5,Thu,4
1881,2017-02-24,2,24,2017,8,6,Fri,4
1882,2017-02-25,2,25,2017,8,7,Sat,4
1883,2017-02-26,2,26,2017,9,1,Sun,4
1884,2017-02-27,2,27,2017,9,2,Mon,4
1885,2017-02-28,2,28,2017,9,3,Tue,4
1886,2017-03-01,3,1,2017,9,4,Wed,1
1887,2017-03-02,3,2,2017,9,5,Thu,1
1888,2017-03-03,3,3,2017,9,6,Fri,1
1889,2017-03-04,3,4,2017,9,7,Sat,1
1890,2017-03-05,3,5,2017,10,1,Sun,1
1891,2017-03-06,3,6,2017,10,2,Mon,1
1892,2017-03-07,3,7,2017,10,3,Tue,1
1893,2017-03-08,3,8,2017,10,4,Wed,2
1894,2017-03-09,3,9,2017,10,5,Thu,2
1895,2017-03-10,3,10,2017,10,6,Fri,2
1896,2017-03-11,3,11,2017,10,7,Sat,2
1897,2017-03-12,3,12,2017,11,1,Sun,2
1898,2017-03-13,3,13,2017,11,2,Mon,2
1899,2017-03-14,3,14,2017,11,3,Tue,2
1900,2017-03-15,3,15,2017,11,4,Wed,3
1901,2017-03-16,3,16,2017,11,5,Thu,3
1902,2017-03-17,3,17,2017,11,6,Fri,3
1903,2017-03-18,3,18,2017,11,7,Sat,3
1904,2017-03-19,3,19,2017,12,1,Sun,3
1905,2017-03-20,3,20,2017,12,2,Mon,3
1906,2017-03-21,3,21,2017,12,3,Tue,3
1907,2017-03-22,3,22,2017,12,4,Wed,4
1908,2017-03-23,3,23,2017,12,5,Thu,4
1909,2017-03-24,3,24,2017,12,6,Fri,4
1910,2017-03-25,3,25,2017,12,7,Sat,4
1911,2017-03-26,3,26,2017,13,1,Sun,4
1912,2017-03-27,3,27,2017,13,2,Mon,4
1913,2017-03-28,3,28,2017,13,3,Tue,4
1914,2017-03-29,3,29,2017,13,4,Wed,5
1915,2017-03-30,3,30,2017,13,5,Thu,5
1916,2017-03-31,3,31,2017,13,6,Fri,5
1917,2017-04-01,4,1,2017,13,7,Sat,1
1918,2017-04-02,4,2,2017,14,1,Sun,1
1919,2017-04-03,4,3,2017,14,2,Mon,1
1920,2017-04-04,4,4,2017,14,3,Tue,1
1921,2017-04-05,4,5,2017,14,4,Wed,1
1922,2017-04-06,4,6,2017,14,5,Thu,1
1923,2017-04-07,4,7,2017,14,6,Fri,1
1924,2017-04-08,4,8,2017,14,7,Sat,2
1925,2017-04-09,4,9,2017,15,1,Sun,2
1926,2017-04-10,4,10,2017,15,2,Mon,2
1927,2017-04-11,4,11,2017,15,3,Tue,2
1928,2017-04-12,4,12,2017,15,4,Wed,2
1929,2017-04-13,4,13,2017,15,5,Thu,2
1930,2017-04-14,4,14,2017,15,6,Fri,2
1931,2017-04-15,4,15,2017,15,7,Sat,3
1932,2017-04-16,4,16,2017,16,1,Sun,3
1933,2017-04-17,4,17,2017,16,2,Mon,3
1934,2017-04-18,4,18,2017,16,3,Tue,3
1935,2017-04-19,4,19,2017,16,4,Wed,3
1936,2017-04-20,4,20,2017,16,5,Thu,3
1937,2017-04-21,4,21,2017,16,6,Fri,3
1938,2017-04-22,4,22,2017,16,7,Sat,4
1939,2017-04-23,4,23,2017,17,1,Sun,4
1940,2017-04-24,4,24,2017,17,2,Mon,4
1941,2017-04-25,4,25,2017,17,3,Tue,4
1942,2017-04-26,4,26,2017,17,4,Wed,4
1943,2017-04-27,4,27,2017,17,5,Thu,4
1944,2017-04-28,4,28,2017,17,6,Fri,4
1945,2017-04-29,4,29,2017,17,7,Sat,5
1946,2017-04-30,4,30,2017,18,1,Sun,5
1947,2017-05-01,5,1,2017,18,2,Mon,1
1948,2017-05-02,5,2,2017,18,3,Tue,1
1949,2017-05-03,5,3,2017,18,4,Wed,1
1950,2017-05-04,5,4,2017,18,5,Thu,1
1951,2017-05-05,5,5,2017,18,6,Fri,1
1952,2017-05-06,5,6,2017,18,7,Sat,1
1953,2017-05-07,5,7,2017,19,1,Sun,1
1954,2017-05-08,5,8,2017,19,2,Mon,2
1955,2017-05-09,5,9,2017,19,3,Tue,2
1956,2017-05-10,5,10,2017,19,4,Wed,2
1957,2017-05-11,5,11,2017,19,5,Thu,2
1958,2017-05-12,5,12,2017,19,6,Fri,2
1959,2017-05-13,5,13,2017,19,7,Sat,2
1960,2017-05-14,5,14,2017,20,1,Sun,2
1961,2017-05-15,5,15,2017,20,2,Mon,3
1962,2017-05-16,5,16,2017,20,3,Tue,3
1963,2017-05-17,5,17,2017,20,4,Wed,3
1964,2017-05-18,5,18,2017,20,5,Thu,3
1965,2017-05-19,5,19,2017,20,6,Fri,3
1966,2017-05-20,5,20,2017,20,7,Sat,3
1967,2017-05-21,5,21,2017,21,1,Sun,3
1968,2017-05-22,5,22,2017,21,2,Mon,4
1969,2017-05-23,5,23,2017,21,3,Tue,4
1970,2017-05-24,5,24,2017,21,4,Wed,4
1971,2017-05-25,5,25,2017,21,5,Thu,4
1972,2017-05-26,5,26,2017,21,6,Fri,4
1973,2017-05-27,5,27,2017,21,7,Sat,4
1974,2017-05-28,5,28,2017,22,1,Sun,4
1975,2017-05-29,5,29,2017,22,2,Mon,5
1976,2017-05-30,5,30,2017,22,3,Tue,5
1977,2017-05-31,5,31,2017,22,4,Wed,5
1978,2017-06-01,6,1,2017,22,5,Thu,1
1979,2017-06-02,6,2,2017,22,6,Fri,1
1980,2017-06-03,6,3,2017,22,7,Sat,1
1981,2017-06-04,6,4,2017,23,1,Sun,1
1982,2017-06-05,6,5,2017,23,2,Mon,1
1983,2017-06-06,6,6,2017,23,3,Tue,1
1984,2017-06-07,6,7,2017,23,4,Wed,1
1985,2017-06-08,6,8,2017,23,5,Thu,2
1986,2017-06-09,6,9,2017,23,6,Fri,2
1987,2017-06-10,6,10,2017,23,7,Sat,2
1988,2017-06-11,6,11,2017,24,1,Sun,2
1989,2017-06-12,6,12,2017,24,2,Mon,2
1990,2017-06-13,6,13,2017,24,3,Tue,2
1991,2017-06-14,6,14,2017,24,4,Wed,2
1992,2017-06-15,6,15,2017,24,5,Thu,3
1993,2017-06-16,6,16,2017,24,6,Fri,3
1994,2017-06-17,6,17,2017,24,7,Sat,3
1995,2017-06-18,6,18,2017,25,1,Sun,3
1996,2017-06-19,6,19,2017,25,2,Mon,3
1997,2017-06-20,6,20,2017,25,3,Tue,3
1998,2017-06-21,6,21,2017,25,4,Wed,3
1999,2017-06-22,6,22,2017,25,5,Thu,4
2000,2017-06-23,6,23,2017,25,6,Fri,4
2001,2017-06-24,6,24,2017,25,7,Sat,4
2002,2017-06-25,6,25,2017,26,1,Sun,4
2003,2017-06-26,6,26,2017,26,2,Mon,4
2004,2017-06-27,6,27,2017,26,3,Tue,4
2005,2017-06-28,6,28,2017,26,4,Wed,4
2006,2017-06-29,6,29,2017,26,5,Thu,5
2007,2017-06-30,6,30,2017,26,6,Fri,5
2008,2017-07-01,7,1,2017,26,7,Sat,1
2009,2017-07-02,7,2,2017,27,1,Sun,1
2010,2017-07-03,7,3,2017,27,2,Mon,1
2011,2017-07-04,7,4,2017,27,3,Tue,1
2012,2017-07-05,7,5,2017,27,4,Wed,1
2013,2017-07-06,7,6,2017,27,5,Thu,1
2014,2017-07-07,7,7,2017,27,6,Fri,1
2015,2017-07-08,7,8,2017,27,7,Sat,2
2016,2017-07-09,7,9,2017,28,1,Sun,2
2017,2017-07-10,7,10,2017,28,2,Mon,2
2018,2017-07-11,7,11,2017,28,3,Tue,2
2019,2017-07-12,7,12,2017,28,4,Wed,2
2020,2017-07-13,7,13,2017,28,5,Thu,2
2021,2017-07-14,7,14,2017,28,6,Fri,2
2022,2017-07-15,7,15,2017,28,7,Sat,3
2023,2017-07-16,7,16,2017,29,1,Sun,3
2024,2017-07-17,7,17,2017,29,2,Mon,3
2025,2017-07-18,7,18,2017,29,3,Tue,3
2026,2017-07-19,7,19,2017,29,4,Wed,3
2027,2017-07-20,7,20,2017,29,5,Thu,3
2028,2017-07-21,7,21,2017,29,6,Fri,3
2029,2017-07-22,7,22,2017,29,7,Sat,4
2030,2017-07-23,7,23,2017,30,1,Sun,4
2031,2017-07-24,7,24,2017,30,2,Mon,4
2032,2017-07-25,7,25,2017,30,3,Tue,4
2033,2017-07-26,7,26,2017,30,4,Wed,4
2034,2017-07-27,7,27,2017,30,5,Thu,4
2035,2017-07-28,7,28,2017,30,6,Fri,4
2036,2017-07-29,7,29,2017,30,7,Sat,5
2037,2017-07-30,7,30,2017,31,1,Sun,5
2038,2017-07-31,7,31,2017,31,2,Mon,5
2039,2017-08-01,8,1,2017,31,3,Tue,1
2040,2017-08-02,8,2,2017,31,4,Wed,1
2041,2017-08-03,8,3,2017,31,5,Thu,1
2042,2017-08-04,8,4,2017,31,6,Fri,1
2043,2017-08-05,8,5,2017,31,7,Sat,1
2044,2017-08-06,8,6,2017,32,1,Sun,1
2045,2017-08-07,8,7,2017,32,2,Mon,1
2046,2017-08-08,8,8,2017,32,3,Tue,2
2047,2017-08-09,8,9,2017,32,4,Wed,2
2048,2017-08-10,8,10,2017,32,5,Thu,2
2049,2017-08-11,8,11,2017,32,6,Fri,2
2050,2017-08-12,8,12,2017,32,7,Sat,2
2051,2017-08-13,8,13,2017,33,1,Sun,2
2052,2017-08-14,8,14,2017,33,2,Mon,2
2053,2017-08-15,8,15,2017,33,3,Tue,3
2054,2017-08-16,8,16,2017,33,4,Wed,3
2055,2017-08-17,8,17,2017,33,5,Thu,3
2056,2017-08-18,8,18,2017,33,6,Fri,3
2057,2017-08-19,8,19,2017,33,7,Sat,3
2058,2017-08-20,8,20,2017,34,1,Sun,3
2059,2017-08-21,8,21,2017,34,2,Mon,3
2060,2017-08-22,8,22,2017,34,3,Tue,4
2061,2017-08-23,8,23,2017,34,4,Wed,4
2062,2017-08-24,8,24,2017,34,5,Thu,4
2063,2017-08-25,8,25,2017,34,6,Fri,4
2064,2017-08-26,8,26,2017,34,7,Sat,4
2065,2017-08-27,8,27,2017,35,1,Sun,4
2066,2017-08-28,8,28,2017,35,2,Mon,4
2067,2017-08-29,8,29,2017,35,3,Tue,5
2068,2017-08-30,8,30,2017,35,4,Wed,5
2069,2017-08-31,8,31,2017,35,5,Thu,5
2070,2017-09-01,9,1,2017,35,6,Fri,1
2071,2017-09-02,9,2,2017,35,7,Sat,1
2072,2017-09-03,9,3,2017,36,1,Sun,1
2073,2017-09-04,9,4,2017,36,2,Mon,1
2074,2017-09-05,9,5,2017,36,3,Tue,1
2075,2017-09-06,9,6,2017,36,4,Wed,1
2076,2017-09-07,9,7,2017,36,5,Thu,1
2077,2017-09-08,9,8,2017,36,6,Fri,2
2078,2017-09-09,9,9,2017,36,7,Sat,2
2079,2017-09-10,9,10,2017,37,1,Sun,2
2080,2017-09-11,9,11,2017,37,2,Mon,2
2081,2017-09-12,9,12,2017,37,3,Tue,2
2082,2017-09-13,9,13,2017,37,4,Wed,2
2083,2017-09-14,9,14,2017,37,5,Thu,2
2084,2017-09-15,9,15,2017,37,6,Fri,3
2085,2017-09-16,9,16,2017,37,7,Sat,3
2086,2017-09-17,9,17,2017,38,1,Sun,3
2087,2017-09-18,9,18,2017,38,2,Mon,3
2088,2017-09-19,9,19,2017,38,3,Tue,3
2089,2017-09-20,9,20,2017,38,4,Wed,3
2090,2017-09-21,9,21,2017,38,5,Thu,3
2091,2017-09-22,9,22,2017,38,6,Fri,4
2092,2017-09-23,9,23,2017,38,7,Sat,4
2093,2017-09-24,9,24,2017,39,1,Sun,4
2094,2017-09-25,9,25,2017,39,2,Mon,4
2095,2017-09-26,9,26,2017,39,3,Tue,4
2096,2017-09-27,9,27,2017,39,4,Wed,4
2097,2017-09-28,9,28,2017,39,5,Thu,4
2098,2017-09-29,9,29,2017,39,6,Fri,5
2099,2017-09-30,9,30,2017,39,7,Sat,5
2100,2017-10-01,10,1,2017,40,1,Sun,1
2101,2017-10-02,10,2,2017,40,2,Mon,1
2102,2017-10-03,10,3,2017,40,3,Tue,1
